datetime,close,high,low,open,signals
2019-12-29 06:00:00,128.36,128.78,127.94,128.04,1.0
2019-12-31 16:00:00,129.32,130.51,128.63,129.61,-1.0
2020-01-04 10:00:00,133.71,134.1,132.95,134.06,1.0
2020-01-08 18:00:00,137.9,140.0,137.9,138.77,-1.0
2020-01-14 00:00:00,147.48,148.57,143.49,143.57,1.0
2020-01-14 18:00:00,165.63,171.0,162.0,164.14,-1.0
2020-01-21 10:00:00,168.13,168.81,166.65,166.92,1.0
2020-01-21 14:00:00,168.27,169.23,168.04,169.04,-1.0
2020-01-26 08:00:00,162.52,163.84,161.01,161.38,1.0
2020-01-26 10:00:00,163.3,163.5,162.13,162.48,-1.0
2020-01-26 16:00:00,166.46,166.77,163.24,163.48,1.0
2020-02-04 08:00:00,185.85,188.6,185.5,188.42,-1.0
2020-02-05 10:00:00,197.88,198.31,191.24,191.53,1.0
2020-02-10 10:00:00,219.18,221.3,217.84,220.18,-1.0
2020-02-12 00:00:00,246.06,249.29,237.17,237.17,1.0
2020-02-16 14:00:00,259.43,268.7,256.38,267.09,-1.0
2020-02-17 22:00:00,268.0,268.81,258.8,259.84,1.0
2020-02-18 08:00:00,264.89,269.17,262.44,268.93,-1.0
2020-02-18 14:00:00,273.97,275.32,261.78,263.33,1.0
2020-02-19 20:00:00,262.71,277.99,250.0,277.08,-1.0
2020-03-06 10:00:00,240.1,241.6,235.62,236.34,1.0
2020-03-08 02:00:00,231.86,233.77,229.56,232.94,-1.0
2020-04-02 14:00:00,139.27,139.89,136.3,136.5,1.0
2020-04-10 02:00:00,163.36,168.97,162.7,168.8,-1.0
2020-04-16 06:00:00,164.52,169.18,153.03,153.06,1.0
2020-04-20 16:00:00,173.92,180.1,172.82,179.4,-1.0
2020-04-29 16:00:00,215.29,219.5,208.88,209.81,1.0
2020-04-29 18:00:00,216.03,216.65,211.5,215.3,-1.0
2020-05-29 08:00:00,219.75,223.75,219.16,221.51,1.0
2020-06-03 02:00:00,235.86,237.73,234.6,236.9,-1.0
2020-06-22 20:00:00,242.99,247.0,242.32,242.34,1.0
2020-06-24 14:00:00,232.12,239.17,231.0,238.62,-1.0
2020-07-06 22:00:00,241.63,242.32,238.27,238.79,1.0
2020-07-09 22:00:00,242.01,242.26,240.84,241.88,-1.0
2020-07-21 18:00:00,245.41,246.87,244.27,244.44,1.0
2020-08-07 14:00:00,385.75,394.58,371.0,394.46,-1.0
2020-08-13 10:00:00,394.44,398.5,383.29,386.67,1.0
2020-08-16 02:00:00,427.4,430.75,426.65,430.7,-1.0
2020-09-01 04:00:00,456.33,456.42,442.16,443.86,1.0
2020-09-02 18:00:00,436.2,437.96,428.79,431.99,-1.0
2020-09-17 00:00:00,379.5,385.37,363.1,364.97,1.0
2020-09-20 12:00:00,373.27,379.49,370.0,379.37,-1.0
2020-09-24 14:00:00,344.25,345.5,335.5,336.83,1.0
2020-09-24 16:00:00,345.78,349.0,342.9,344.23,-1.0
2020-10-12 12:00:00,384.05,385.87,366.03,366.42,1.0
2020-10-14 14:00:00,375.92,387.72,375.0,386.69,-1.0
2020-10-21 12:00:00,385.25,386.25,377.75,379.63,1.0
2020-10-26 06:00:00,405.29,407.73,404.54,407.15,-1.0
2020-11-04 06:00:00,378.09,385.0,375.71,383.43,1.0
2020-11-04 08:00:00,380.62,382.43,376.65,378.09,-1.0
2020-11-04 16:00:00,400.74,408.99,383.0,383.58,1.0
2020-11-10 14:00:00,443.44,448.26,440.5,447.66,-1.0
2020-11-18 14:00:00,474.12,477.06,463.5,475.56,1.0
2020-11-25 04:00:00,590.17,590.82,580.0,585.63,-1.0
2020-12-16 22:00:00,637.8,640.47,627.91,629.87,1.0
2020-12-20 20:00:00,632.53,659.0,628.0,650.78,-1.0
2020-12-27 20:00:00,679.3,706.73,660.51,706.7,1.0
2021-01-01 16:00:00,729.02,738.43,727.5,736.11,-1.0
2021-01-03 12:00:00,876.67,891.82,827.62,830.97,1.0
2021-01-11 00:00:00,1210.92,1264.5,1190.45,1257.95,-1.0
2021-02-04 02:00:00,1648.88,1701.57,1635.5,1696.71,1.0
2021-02-07 04:00:00,1617.1,1634.14,1587.0,1628.22,-1.0
2021-02-08 16:00:00,1713.52,1782.5,1705.45,1737.8,1.0
2021-02-15 00:00:00,1754.53,1816.26,1733.73,1804.0,-1.0
2021-04-01 10:00:00,1922.18,1948.0,1908.04,1941.01,1.0
2021-04-07 06:00:00,2077.02,2113.28,2070.0,2104.01,-1.0
2021-04-13 16:00:00,2317.49,2320.62,2271.66,2280.67,1.0
2021-04-17 14:00:00,2346.73,2422.74,2331.68,2407.01,-1.0
2021-05-03 22:00:00,3433.36,3459.8,3332.98,3333.4,1.0
2021-05-12 22:00:00,3828.99,4247.04,3723.43,4126.56,-1.0
2021-06-23 00:00:00,1996.91,2001.66,1820.3,1878.46,1.0
2021-06-23 02:00:00,2010.89,2032.54,1987.18,1996.65,-1.0
2021-07-21 04:00:00,1854.8,1871.6,1799.75,1800.61,1.0
2021-08-03 04:00:00,2472.72,2544.5,2451.45,2534.04,-1.0
2021-08-04 14:00:00,2672.39,2697.5,2601.0,2607.75,1.0
2021-08-09 02:00:00,2949.89,2965.97,2915.34,2919.75,-1.0
2021-08-31 06:00:00,3363.62,3374.14,3213.06,3237.94,1.0
2021-09-04 16:00:00,3883.57,3930.64,3835.0,3922.0,-1.0
2021-10-06 12:00:00,3584.22,3633.5,3373.07,3382.68,1.0
2021-10-10 00:00:00,3505.25,3587.06,3478.87,3577.65,-1.0
2021-10-21 10:00:00,4219.13,4389.6,4145.55,4306.84,1.0
2021-10-22 12:00:00,4068.48,4148.8,4064.44,4127.97,-1.0
2021-10-28 18:00:00,4263.16,4273.5,4113.0,4226.96,1.0
2021-10-30 20:00:00,4286.6,4346.88,4285.0,4338.85,-1.0
2021-12-15 18:00:00,3968.35,3988.12,3717.04,3726.51,1.0
2021-12-17 06:00:00,3880.62,3959.72,3850.43,3958.04,-1.0
2022-02-04 14:00:00,2870.99,2930.0,2762.83,2774.13,1.0
2022-02-10 22:00:00,3070.9,3127.5,3055.24,3112.59,-1.0
2022-03-08 08:00:00,2584.5,2593.01,2525.79,2535.08,1.0
2022-03-08 10:00:00,2587.32,2609.0,2565.74,2584.5,-1.0
2022-03-09 02:00:00,2698.46,2717.68,2605.61,2618.32,1.0
2022-03-10 04:00:00,2589.93,2664.11,2570.0,2657.96,-1.0
2022-03-16 02:00:00,2619.83,2738.9,2605.0,2641.93,1.0
2022-03-20 12:00:00,2873.97,2899.1,2866.96,2886.64,-1.0
2022-03-21 16:00:00,2919.54,2960.0,2895.37,2954.13,1.0
2022-03-31 16:00:00,3295.01,3354.11,3265.76,3349.47,-1.0
2022-07-14 16:00:00,1195.24,1199.0,1132.88,1140.48,1.0
2022-07-22 18:00:00,1526.0,1578.4,1518.87,1569.03,-1.0
2022-07-27 18:00:00,1587.72,1615.0,1499.01,1499.17,1.0
2022-08-01 10:00:00,1667.21,1687.8,1640.0,1686.3,-1.0
2022-08-10 12:00:00,1828.57,1849.99,1702.55,1706.01,1.0
2022-08-15 06:00:00,1899.38,1970.41,1884.6,1969.69,-1.0
2022-09-07 20:00:00,1645.31,1653.96,1567.81,1569.08,1.0
2022-09-13 00:00:00,1694.44,1717.14,1672.79,1715.15,-1.0
2022-09-15 06:00:00,1641.01,1657.8,1565.5,1609.25,1.0
2022-09-15 08:00:00,1589.2,1641.0,1582.1,1641.0,-1.0
2022-10-14 00:00:00,1328.53,1333.86,1282.74,1286.38,1.0
2022-10-14 20:00:00,1291.45,1303.7,1287.01,1298.03,-1.0
2022-10-24 14:00:00,1340.84,1347.6,1322.25,1347.53,1.0
2022-10-28 02:00:00,1507.24,1524.48,1496.0,1524.46,-1.0
2022-11-10 12:00:00,1298.86,1326.0,1185.19,1186.58,1.0
2022-11-10 14:00:00,1321.24,1346.0,1275.0,1298.87,-1.0
2022-11-30 00:00:00,1272.66,1283.0,1211.53,1215.75,1.0
2022-12-02 00:00:00,1271.97,1284.66,1265.51,1275.7,-1.0
2022-12-08 18:00:00,1283.68,1294.31,1251.44,1253.81,1.0
2022-12-09 20:00:00,1259.15,1268.61,1254.0,1268.43,-1.0
2022-12-13 12:00:00,1337.71,1350.0,1285.77,1286.24,1.0
2022-12-15 00:00:00,1286.05,1311.86,1280.0,1307.76,-1.0
2023-01-04 02:00:00,1250.33,1258.53,1223.62,1223.63,1.0
2023-01-18 16:00:00,1542.0,1566.9,1501.21,1550.03,-1.0
2023-02-02 00:00:00,1676.23,1699.0,1639.32,1641.81,1.0
2023-02-03 12:00:00,1637.17,1655.15,1622.0,1649.12,-1.0
2023-02-14 14:00:00,1544.21,1568.98,1494.82,1513.06,1.0
2023-02-16 04:00:00,1693.92,1698.47,1687.24,1692.01,-1.0
2023-02-16 16:00:00,1716.28,1744.5,1688.0,1724.9,1.0
2023-02-21 08:00:00,1683.81,1714.64,1669.41,1704.26,-1.0
2023-02-23 12:00:00,1654.77,1671.31,1627.64,1636.61,1.0
2023-02-23 14:00:00,1655.09,1669.48,1644.5,1654.77,-1.0
2023-03-11 00:00:00,1465.15,1475.45,1423.89,1425.8,1.0
2023-03-11 02:00:00,1457.55,1472.2,1452.89,1465.15,-1.0
2023-03-12 22:00:00,1579.26,1597.29,1526.15,1540.42,1.0
2023-03-15 16:00:00,1630.15,1645.7,1611.63,1634.43,-1.0
2023-03-30 02:00:00,1786.5,1829.88,1763.0,1790.13,1.0
2023-04-02 14:00:00,1796.62,1816.44,1787.03,1813.21,-1.0
2023-04-04 10:00:00,1864.18,1877.99,1827.63,1828.44,1.0
2023-04-05 04:00:00,1911.33,1917.8,1906.55,1911.7,-1.0
2023-04-11 18:00:00,1893.55,1917.0,1890.0,1905.16,1.0
2023-04-12 02:00:00,1861.92,1885.46,1850.38,1885.4,-1.0
2023-04-13 08:00:00,1981.19,1996.0,1918.77,1921.11,1.0
2023-04-18 00:00:00,2072.8,2077.13,2047.64,2074.49,-1.0
2023-05-05 16:00:00,1990.97,2004.99,1952.83,1952.84,1.0
2023-05-06 14:00:00,1876.18,1900.08,1850.0,1900.07,-1.0
2023-05-12 20:00:00,1804.2,1820.0,1780.01,1789.13,1.0
2023-05-12 22:00:00,1806.53,1816.0,1798.2,1804.2,-1.0
2023-06-02 04:00:00,1892.33,1897.12,1874.59,1878.01,1.0
2023-06-02 12:00:00,1878.27,1898.6,1874.5,1894.13,-1.0
2023-06-07 10:00:00,1869.64,1878.88,1841.29,1851.12,1.0
2023-06-07 12:00:00,1863.74,1870.2,1856.41,1869.64,-1.0
2023-06-07 14:00:00,1838.29,1863.73,1833.09,1863.73,1.0
2023-06-07 16:00:00,1848.67,1849.8,1831.17,1838.28,-1.0
2023-06-21 00:00:00,1808.21,1828.0,1786.56,1791.37,1.0
2023-06-26 00:00:00,1875.26,1904.0,1864.0,1898.26,-1.0
2023-07-13 14:00:00,1932.36,1944.74,1876.62,1885.87,1.0
2023-07-15 02:00:00,1929.55,1932.41,1925.57,1930.09,-1.0
2023-08-08 20:00:00,1861.34,1878.0,1855.86,1858.31,1.0
2023-08-11 16:00:00,1842.0,1848.0,1834.52,1845.03,-1.0
2023-08-29 16:00:00,1733.15,1747.15,1708.0,1715.66,1.0
2023-08-30 20:00:00,1702.64,1708.0,1700.76,1700.77,-1.0
2023-09-06 16:00:00,1645.79,1680.0,1606.74,1622.5,1.0
2023-09-06 18:00:00,1630.68,1654.9,1623.11,1645.79,-1.0
2023-09-27 10:00:00,1628.91,1633.98,1609.68,1611.63,1.0
2023-10-02 20:00:00,1654.0,1673.59,1632.51,1673.58,-1.0
2023-10-16 12:00:00,1578.82,1642.0,1565.0,1582.0,1.0
2023-10-17 20:00:00,1561.32,1565.39,1556.62,1563.48,-1.0
2023-10-20 12:00:00,1606.38,1615.81,1596.62,1612.52,1.0
2023-10-27 16:00:00,1761.8,1785.3,1735.5,1783.33,-1.0
2023-11-01 18:00:00,1836.87,1853.32,1804.07,1808.58,1.0
2023-11-02 14:00:00,1803.51,1826.98,1800.27,1824.51,-1.0
2023-11-05 22:00:00,1892.49,1912.97,1866.39,1867.7,1.0
2023-11-07 14:00:00,1863.85,1880.04,1857.04,1873.91,-1.0
2023-11-09 14:00:00,2039.56,2065.0,1920.62,1921.15,1.0
2023-11-11 02:00:00,2047.79,2055.0,2031.08,2049.74,-1.0
2023-12-04 04:00:00,2246.26,2255.2,2210.38,2210.78,1.0
2023-12-11 02:00:00,2251.31,2333.51,2114.63,2333.5,-1.0
2023-12-22 08:00:00,2318.03,2334.77,2270.11,2275.27,1.0
2023-12-25 20:00:00,2273.88,2276.72,2258.04,2275.83,-1.0
2023-12-28 00:00:00,2416.9,2455.52,2377.59,2380.32,1.0
2023-12-29 06:00:00,2335.43,2363.05,2333.45,2360.2,-1.0
